Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_034031_20210110_20210307_02_T1,LC08_L1TP_034031_20210110_20210307_02_T1,LC80340312021010LGN00,2021/01/10,T1,2, 034, 031, 034, 031,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-10 17:43:01.721136,2021-01-10 17:43:33.491135,LGN,DAY,  24.39,  24.39,433,5,    7.960,    5.278,    5.958,LPGS_15.4.0,23.37739190,158.33770225,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'35.50"N,105°18'23.69"W,42°48'36.43"N,106°44'30.08"W,42°49'04.62"N,103°53'12.62"W,40°40'35.04"N,106°41'05.78"W,40°41'01.21"N,103°55'23.23"W, 41.75986,-105.30658, 42.81012,-106.74169, 42.81795,-103.88684, 40.67640,-106.68494, 40.68367,-103.92312,LC08_L2SP_034031_20210110_20210307_02_T1,LC80340312021010LGN00
LC08_L2SP_034032_20210110_20210307_02_T1,LC08_L1TP_034032_20210110_20210307_02_T1,LC80340322021010LGN00,2021/01/10,T1,2, 034, 032, 034, 032,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-10 17:43:25.607939,2021-01-10 17:43:57.377939,LGN,DAY,   4.22,   4.22,441,5,    7.799,    5.369,    5.657,LPGS_15.4.0,24.59857172,157.74922502,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,40°19'58.84"N,105°46'07.32"W,41°22'43.61"N,107°10'48.29"W,41°23'52.08"N,104°23'06.43"W,39°14'32.53"N,107°06'44.68"W,39°15'36.04"N,104°24'15.23"W, 40.33301,-105.76870, 41.37878,-107.18008, 41.39780,-104.38512, 39.24237,-107.11241, 39.26001,-104.40423,LC08_L2SP_034032_20210110_20210307_02_T1,LC80340322021010LGN00
LC08_L2SP_034033_20210110_20210307_02_T1,LC08_L1TP_034033_20210110_20210307_02_T1,LC80340332021010LGN00,2021/01/10,T1,2, 034, 033, 034, 033,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-10 17:43:49.503215,2021-01-10 17:44:21.273214,LGN,DAY,   0.54,   0.54,560,5,    7.763,    5.299,    5.674,LPGS_15.4.0,25.81551390,157.15290671,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'15.01"N,106°12'57.96"W,39°56'45.20"N,107°36'15.84"W,39°58'30.29"N,104°51'55.15"W,37°48'34.56"N,107°31'39.07"W,37°50'11.98"N,104°52'09.52"W, 38.90417,-106.21610, 39.94589,-107.60440, 39.97508,-104.86532, 37.80960,-107.52752, 37.83666,-104.86931,LC08_L2SP_034033_20210110_20210307_02_T1,LC80340332021010LGN00
LC08_L2SP_034034_20210110_20210307_02_T1,LC08_L1TP_034034_20210110_20210307_02_T1,LC80340342021010LGN00,2021/01/10,T1,2, 034, 034, 034, 034,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-10 17:44:13.390018,2021-01-10 17:44:45.160018,LGN,DAY,   9.23,   9.23,324,5,    8.964,    6.074,    6.592,LPGS_15.4.0,27.02701922,156.54705269,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'27.84"N,106°38'58.70"W,38°30'51.70"N,108°00'59.08"W,38°33'09.94"N,105°19'58.15"W,36°22'22.37"N,107°55'53.65"W,36°24'30.38"N,105°19'24.38"W, 37.47440,-106.64964, 38.51436,-108.01641, 38.55276,-105.33282, 36.37288,-107.93157, 36.40844,-105.32344,LC08_L2SP_034034_20210110_20210307_02_T1,LC80340342021010LGN00
LC08_L2SP_034035_20210110_20210307_02_T1,LC08_L1TP_034035_20210110_20210307_02_T1,LC80340352021010LGN00,2021/01/10,T1,2, 034, 035, 034, 035,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-10 17:44:37.276822,2021-01-10 17:45:09.046821,LGN,DAY,  20.83,  20.83,485,5,    7.529,    4.887,    5.728,LPGS_15.4.0,28.23302996,155.92917896,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'35.99"N,107°04'14.81"W,37°04'54.05"N,108°25'03"W,37°07'42.13"N,105°46'56.71"W,34°56'16.12"N,108°19'33.92"W,34°58'51.56"N,105°45'41.22"W, 36.04333,-107.07078, 37.08168,-108.41750, 37.12837,-105.78242, 34.93781,-108.32609, 34.98099,-105.76145,LC08_L2SP_034035_20210110_20210307_02_T1,LC80340352021010LGN00
LC08_L2SP_032031_20210112_20210308_02_T1,LC08_L1TP_032031_20210112_20210308_02_T1,LC80320312021012LGN00,2021/01/12,T1,2, 032, 031, 032, 031,NADIR,   0.000,2021/03/08,2021/03/08,2021-01-12 17:30:39.120043,2021-01-12 17:31:10.890042,LGN,DAY,  11.14,  11.14,776,5,    6.497,    4.309,    4.863,LPGS_15.4.0,23.62992723,158.04343103,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'35.21"N,102°12'52.09"W,42°49'30.58"N,103°33'49.43"W,42°45'22.28"N,100°46'32.48"W,40°44'03.73"N,103°36'34.78"W,40°40'12.86"N,100°54'37.22"W, 41.75978,-102.21447, 42.82516,-103.56373, 42.75619,-100.77569, 40.73437,-103.60966, 40.67024,-100.91034,LC08_L2SP_032031_20210112_20210308_02_T1,LC80320312021012LGN00
LC08_L2SP_032032_20210112_20210308_02_T1,LC08_L1TP_032032_20210112_20210308_02_T1,LC80320322021012LGN00,2021/01/12,T1,2, 032, 032, 032, 032,NADIR,   0.000,2021/03/08,2021/03/08,2021-01-12 17:31:03.011082,2021-01-12 17:31:34.781081,LGN,DAY,   1.99,   1.99,463,5,    7.194,    4.278,    5.784,LPGS_15.4.0,24.84726117,157.44787323,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,40°19'57.50"N,102°40'35.98"W,41°23'32.86"N,104°00'30.20"W,41°20'11.36"N,101°16'38.93"W,39°18'02.95"N,104°02'18.82"W,39°14'55.72"N,101°23'25.66"W, 40.33264,-102.67666, 41.39246,-104.00839, 41.33649,-101.27748, 39.30082,-104.03856, 39.24881,-101.39046,LC08_L2SP_032032_20210112_20210308_02_T1,LC80320322021012LGN00
LC08_L2SP_032033_20210112_20210308_02_T1,LC08_L1TP_032033_20210112_20210308_02_T1,LC80320332021012LGN00,2021/01/12,T1,2, 032, 033, 032, 033,NADIR,   0.000,2021/03/08,2021/03/08,2021-01-12 17:31:26.89365,2021-01-12 17:31:58.663649,LGN,DAY,   4.23,   4.23,419,5,    8.168,    4.943,    6.502,LPGS_15.4.0,26.05933349,156.84465310,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'16.34"N,103°07'25.61"W,39°57'46.73"N,104°26'12.52"W,39°55'08.47"N,101°45'32.54"W,37°51'54.72"N,104°27'11.34"W,37°49'27.84"N,101°51'10.40"W, 38.90454,-103.12378, 39.96298,-104.43681, 39.91902,-101.75904, 37.86520,-104.45315, 37.82440,-101.85289,LC08_L2SP_032033_20210112_20210308_02_T1,LC80320332021012LGN00
LC08_L2SP_032034_20210112_20210308_02_T1,LC08_L1TP_032034_20210112_20210308_02_T1,LC80320342021012LGN00,2021/01/12,T1,2, 032, 034, 032, 034,NADIR,   0.000,2021/03/08,2021/03/08,2021-01-12 17:31:50.788925,2021-01-12 17:32:22.558924,LGN,DAY,   1.36,   1.36,209,5,    7.419,    4.681,    5.755,LPGS_15.4.0,27.26688653,156.23105180,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'27.37"N,103°33'26.82"W,38°31'43.68"N,104°51'03.06"W,38°29'45.46"N,102°13'22.12"W,36°25'39.79"N,104°51'17.89"W,36°23'50.14"N,102°17'57.80"W, 37.47427,-103.55745, 38.52880,-104.85085, 38.49596,-102.22281, 36.42772,-104.85497, 36.39726,-102.29939,LC08_L2SP_032034_20210112_20210308_02_T1,LC80320342021012LGN00
LC08_L2SP_032035_20210112_20210308_02_T1,LC08_L1TP_032035_20210112_20210308_02_T1,LC80320352021012LGN00,2021/01/12,T1,2, 032, 035, 032, 035,NADIR,   0.000,2021/03/08,2021/03/08,2021-01-12 17:32:14.671493,2021-01-12 17:32:46.441492,LGN,DAY,   1.31,   1.31,373,5,    7.887,    4.603,    6.405,LPGS_15.4.0,28.46814955,155.60546820,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.42"N,103°58'42.53"W,37°05'43.91"N,105°15'19.58"W,37°04'22.73"N,102°40'25.43"W,34°59'28.46"N,105°14'55.46"W,34°58'13.30"N,102°44'05.14"W, 36.04345,-103.97848, 37.09553,-105.25544, 37.07298,-102.67373, 34.99124,-105.24874, 34.97036,-102.73476,LC08_L2SP_032035_20210112_20210308_02_T1,LC80320352021012LGN00
LC08_L2SP_037031_20210115_20210308_02_T1,LC08_L1TP_037031_20210115_20210308_02_T1,LC80370312021015LGN00,2021/01/15,T1,2, 037, 031, 037, 031,NADIR,   0.000,2021/03/08,2021/03/08,2021-01-15 18:01:31.644682,2021-01-15 18:02:03.414681,LGN,DAY,  24.47,  24.47,618,5,    8.092,    5.156,    6.237,LPGS_15.4.0,24.06624036,157.59458884,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,41°45'35.50"N,109°56'13.96"W,42°49'02.93"N,111°19'57.79"W,42°47'27.02"N,108°30'29.30"W,40°42'06.34"N,111°19'19.09"W,40°40'37.27"N,108°35'18.89"W, 41.75986,-109.93721, 42.81748,-111.33272, 42.79084,-108.50814, 40.70176,-111.32197, 40.67702,-108.58858,LC08_L2SP_037031_20210115_20210308_02_T1,LC80370312021015LGN00
LC08_L2SP_037032_20210115_20210308_02_T1,LC08_L1TP_037032_20210115_20210308_02_T1,LC80370322021015LGN00,2021/01/15,T1,2, 037, 032, 037, 032,NADIR,   0.000,2021/03/08,2021/03/08,2021-01-15 18:01:55.531486,2021-01-15 18:02:27.301485,LGN,DAY,   2.03,   2.03,550,5,    7.811,    5.322,    5.717,LPGS_15.4.0,25.27703550,156.98750698,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,40°19'58.73"N,110°23'57.41"W,41°23'09.71"N,111°46'25.82"W,41°22'16.97"N,109°00'28.40"W,39°16'02.03"N,111°45'00.04"W,39°15'13.10"N,109°04'09.08"W, 40.33298,-110.39928, 41.38603,-111.77384, 41.37138,-109.00789, 39.26723,-111.75001, 39.25364,-109.06919,LC08_L2SP_037032_20210115_20210308_02_T1,LC80370322021015LGN00
LC08_L2SP_035034_20210117_20210306_02_T1,LC08_L1TP_035034_20210117_20210306_02_T1,LC80350342021017LGN00,2021/01/17,T1,2, 035, 034, 035, 034,NADIR,   0.000,2021/03/06,2021/03/06,2021-01-17 17:50:20.564211,2021-01-17 17:50:52.33421,LGN,DAY,  12.13,  12.13,732,5,    7.097,    4.424,    5.549,LPGS_15.4.0,27.99263204,155.42399356,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,37°28'28.13"N,108°11'15.86"W,38°32'05.50"N,109°26'59.82"W,38°28'17.33"N,106°50'55.28"W,36°27'02.66"N,109°29'32.78"W,36°23'30.95"N,106°57'43.81"W, 37.47448,-108.18774, 38.53486,-109.44995, 38.47148,-106.84869, 36.45074,-109.49244, 36.39193,-106.96217,LC08_L2SP_035034_20210117_20210306_02_T1,LC80350342021017LGN00
LC08_L2SP_035035_20210117_20210306_02_T1,LC08_L1TP_035035_20210117_20210306_02_T1,LC80350352021017LGN00,2021/01/17,T1,2, 035, 035, 035, 035,NADIR,   0.000,2021/03/06,2021/03/06,2021-01-17 17:50:44.455251,2021-01-17 17:51:16.22525,LGN,DAY,   0.85,   0.85,1069,5,    5.537,    3.542,    4.256,LPGS_15.4.0,29.18254952,154.77569522,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,36°02'35.30"N,108°36'31.79"W,37°06'04.03"N,109°51'27.90"W,37°02'55.75"N,107°17'54.49"W,35°00'48.42"N,109°53'15.11"W,34°57'53.93"N,107°23'41.10"W, 36.04314,-108.60883, 37.10112,-109.85775, 37.04882,-107.29847, 35.01345,-109.88753, 34.96498,-107.39475,LC08_L2SP_035035_20210117_20210306_02_T1,LC80350352021017LGN00
LC08_L2SP_033031_20210119_20210307_02_T1,LC08_L1TP_033031_20210119_20210307_02_T1,LC80330312021019LGN02,2021/01/19,T1,2, 033, 031, 033, 031,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-19 17:36:46.734704,2021-01-19 17:37:18.504704,LGN,DAY,   9.97,   9.97,485,5,    6.844,    4.809,    4.869,LPGS_15.4.0,24.73834328,157.00399162,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,41°45'34.49"N,103°45'17.35"W,42°49'04.33"N,105°08'44.05"W,42°47'12.12"N,102°19'29.71"W,40°42'17.35"N,105°08'27.13"W,40°40'33.13"N,102°24'40.18"W, 41.75958,-103.75482, 42.81787,-105.14557, 42.78670,-102.32492, 40.70482,-105.14087, 40.67587,-102.41116,LC08_L2SP_033031_20210119_20210307_02_T1,LC80330312021019LGN02
LC08_L2SP_033032_20210119_20210307_02_T1,LC08_L1TP_033032_20210119_20210307_02_T1,LC80330322021019LGN02,2021/01/19,T1,2, 033, 032, 033, 032,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-19 17:37:10.617272,2021-01-19 17:37:42.387271,LGN,DAY,   3.72,   3.72,782,5,    7.166,    4.667,    5.438,LPGS_15.4.0,25.94043590,156.37970326,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,40°19'58.80"N,104°13'00.37"W,41°23'13.67"N,105°35'14.17"W,41°22'05.05"N,102°49'30.22"W,39°16'15.46"N,105°34'09.12"W,39°15'11.74"N,102°53'30.84"W, 40.33300,-104.21677, 41.38713,-105.58727, 41.36807,-102.82506, 39.27096,-105.56920, 39.25326,-102.89190,LC08_L2SP_033032_20210119_20210307_02_T1,LC80330322021019LGN02
LC08_L2SP_031033_20210121_20210307_02_T1,LC08_L1TP_031033_20210121_20210307_02_T1,LC80310332021021LGN00,2021/01/21,T1,2, 031, 033, 031, 033,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-21 17:25:12.877223,2021-01-21 17:25:44.647222,LGN,DAY,   0.81,   0.81,482,5,    7.002,    4.453,    5.404,LPGS_15.4.0,27.50500610,155.43400854,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,38°54'16.38"N,101°34'31.26"W,39°56'19.39"N,102°59'39.23"W,40°00'03.60"N,100°14'09.42"W,37°47'11.22"N,102°52'31.48"W,37°50'38.90"N,100°11'56.69"W, 38.90455,-101.57535, 39.93872,-102.99423, 40.00100,-100.23595, 37.78645,-102.87541, 37.84414,-100.19908,LC08_L2SP_031033_20210121_20210307_02_T1,LC80310332021021LGN00
LC08_L2SP_031034_20210121_20210307_02_T1,LC08_L1TP_031034_20210121_20210307_02_T1,LC80310342021021LGN00,2021/01/21,T1,2, 031, 034, 031, 034,NADIR,   0.000,2021/03/07,2021/03/07,2021-01-21 17:25:36.768263,2021-01-21 17:26:08.538262,LGN,DAY,   6.68,   6.68,337,5,    7.468,    5.256,    5.306,LPGS_15.4.0,28.69179158,154.77886139,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,37°28'28.24"N,102°00'31.97"W,38°32'06"N,103°16'03.11"W,38°28'03.76"N,100°40'12.72"W,36°27'13.57"N,103°18'53.86"W,36°23'28.75"N,100°47'18.20"W, 37.47451,-102.00888, 38.53500,-103.26753, 38.46771,-100.67020, 36.45377,-103.31496, 36.39132,-100.78839,LC08_L2SP_031034_20210121_20210307_02_T1,LC80310342021021LGN00
LC08_L2SP_036031_20210124_20210305_02_T1,LC08_L1TP_036031_20210124_20210305_02_T1,LC80360312021024LGN00,2021/01/24,T1,2, 036, 031, 036, 031,NADIR,   0.000,2021/03/05,2021/03/05,2021-01-24 17:55:19.135933,2021-01-24 17:55:50.905933,LGN,DAY,  17.41,  17.41,437,5,    8.049,    5.455,    5.919,LPGS_15.4.0,25.73476456,156.27086275,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,41°45'34.27"N,108°23'36.78"W,42°49'18.88"N,109°44'50.32"W,42°45'26.21"N,106°57'18.79"W,40°43'51.49"N,109°47'14.50"W,40°40'15.17"N,107°05'02.98"W, 41.75952,-108.39355, 42.82191,-109.74731, 42.75728,-106.95522, 40.73097,-109.78736, 40.67088,-107.08416,LC08_L2SP_036031_20210124_20210305_02_T1,LC80360312021024LGN00
LC08_L2SP_037031_20220102_20220113_02_T1,LC08_L1TP_037031_20220102_20220113_02_T1,LC80370312022002LGN00,2022/01/02,T1,2, 037, 031, 037, 031,NADIR,   0.000,2022/01/13,2022/01/13,2022-01-02 18:01:36.29441,2022-01-02 18:02:08.064409,LGN,DAY,  12.74,  12.74,484,5,    9.065,    6.432,    6.387,LPGS_15.5.0,22.63851973,159.52834898,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,41°45'33.84"N,109°56'37.82"W,42°48'53.10"N,111°20'24.18"W,42°47'17.88"N,108°30'56.09"W,40°42'06.26"N,111°19'44.65"W,40°40'37.78"N,108°35'44.41"W, 41.75940,-109.94384, 42.81475,-111.34005, 42.78830,-108.51558, 40.70174,-111.32907, 40.67716,-108.59567,LC08_L2SP_037031_20220102_20220113_02_T1,LC80370312022002LGN00
LC09_L2SP_036034_20220103_20230503_02_T1,LC09_L1TP_036034_20220103_20230503_02_T1,LC90360342022003LGN02,2022/01/03,T1,2, 036, 034, 036, 034,NADIR,   0.000,2023/05/03,2023/05/03,2022-01-03 17:56:38,2022-01-03 17:57:10,LGN,DAY,  12.88,  12.88,930,5,    8.266,    5.761,    5.928,LPGS_16.2.0,26.39114355,157.65002842,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,12,WGS84,WGS84,37°28'28.42"N,109°45'44.35"W,38°31'34.25"N,111°03'38.88"W,38°29'52.94"N,108°25'57.14"W,36°25'30.32"N,111°03'32.83"W,36°23'56.36"N,108°30'12.02"W, 37.47456,-109.76232, 38.52618,-111.06080, 38.49804,-108.43254, 36.42509,-111.05912, 36.39899,-108.50334,LC09_L2SP_036034_20220103_20230503_02_T1,LC90360342022003LGN02
LC09_L2SP_034034_20220105_20230502_02_T1,LC09_L1TP_034034_20220105_20230502_02_T1,LC90340342022005LGN02,2022/01/05,T1,2, 034, 034, 034, 034,NADIR,   0.000,2023/05/02,2023/05/02,2022-01-05 17:44:16,2022-01-05 17:44:48,LGN,DAY,  21.88,  21.88,252,5,    9.080,    5.998,    6.816,LPGS_16.2.0,26.52684094,157.34976937,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,37°28'29.06"N,106°40'18.88"W,38°30'49.46"N,108°02'25.69"W,38°33'09.68"N,105°21'24.91"W,36°22'30.04"N,107°57'18.18"W,36°24'39.85"N,105°20'48.73"W, 37.47474,-106.67191, 38.51374,-108.04047, 38.55269,-105.35692, 36.37501,-107.95505, 36.41107,-105.34687,LC09_L2SP_034034_20220105_20230502_02_T1,LC90340342022005LGN02
LC09_L2SP_034035_20220105_20230502_02_T1,LC09_L1TP_034035_20220105_20230502_02_T1,LC90340352022005LGN02,2022/01/05,T1,2, 034, 035, 034, 035,NADIR,   0.000,2023/05/02,2023/05/02,2022-01-05 17:44:40,2022-01-05 17:45:12,LGN,DAY,   0.10,   0.10,647,5,    7.470,    5.109,    5.449,LPGS_16.2.0,27.74442454,156.74968582,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,36°02'36.60"N,107°05'34.48"W,37°04'42.20"N,108°26'15.36"W,37°07'31.84"N,105°48'21.71"W,34°56'23.89"N,108°20'45.17"W,34°59'00.78"N,105°47'04.13"W, 36.04350,-107.09291, 37.07839,-108.43760, 37.12551,-105.80603, 34.93997,-108.34588, 34.98355,-105.78448,LC09_L2SP_034035_20220105_20230502_02_T1,LC90340352022005LGN02
LC08_L2SP_033033_20220106_20220114_02_T1,LC08_L1TP_033033_20220106_20220114_02_T1,LC80330332022006LGN00,2022/01/06,T1,2, 033, 033, 033, 033,NADIR,   0.000,2022/01/14,2022/01/14,2022-01-06 17:37:40.585509,2022-01-06 17:38:12.355509,LGN,DAY,  17.49,  17.49,361,5,    8.111,    5.343,    6.103,LPGS_15.6.0,25.38833309,157.79935328,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,38°54'15.70"N,104°40'38.57"W,39°57'15.77"N,106°01'40.40"W,39°56'48.37"N,103°19'12.83"W,37°50'06.76"N,105°59'52.04"W,37°49'41.30"N,103°22'09.88"W, 38.90436,-104.67738, 39.95438,-106.02789, 39.94677,-103.32023, 37.83521,-105.99779, 37.82814,-103.36941,LC08_L2SP_033033_20220106_20220114_02_T1,LC80330332022006LGN00
LC08_L2SP_033035_20220106_20220114_02_T1,LC08_L1TP_033035_20220106_20220114_02_T1,LC80330352022006LGN00,2022/01/06,T1,2, 033, 035, 033, 035,NADIR,   0.000,2022/01/14,2022/01/14,2022-01-06 17:38:28.359117,2022-01-06 17:39:00.129117,LGN,DAY,  29.29,  29.29,666,5,    7.329,    4.737,    5.593,LPGS_15.6.0,27.82440673,156.60459489,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.49"N,105°31'54.88"W,37°05'22.38"N,106°50'42.97"W,37°06'05.22"N,104°14'09.10"W,34°57'52.85"N,106°47'46.86"W,34°58'32.48"N,104°15'22.07"W, 36.04347,-105.53191, 37.08955,-106.84527, 37.10145,-104.23586, 34.96468,-106.79635, 34.97569,-104.25613,LC08_L2SP_033035_20220106_20220114_02_T1,LC80330352022006LGN00
LC09_L2SP_032033_20220107_20230502_02_T1,LC09_L1TP_032033_20220107_20230502_02_T1,LC90320332022007LGN02,2022/01/07,T1,2, 032, 033, 032, 033,NADIR,   0.000,2023/05/02,2023/05/02,2022-01-07 17:31:30,2022-01-07 17:32:02,LGN,DAY,   4.85,   4.85,236,5,    8.154,    4.798,    6.593,LPGS_16.2.0,25.47362218,157.63963974,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,38°54'15.44"N,103°08'51.07"W,39°57'37.40"N,104°27'41.11"W,39°55'01.24"N,101°47'01.32"W,37°51'55.12"N,104°28'37.27"W,37°49'30.11"N,101°52'36.19"W, 38.90429,-103.14752, 39.96039,-104.46142, 39.91701,-101.78370, 37.86531,-104.47702, 37.82503,-101.87672,LC09_L2SP_032033_20220107_20230502_02_T1,LC90320332022007LGN02
LC09_L2SP_032034_20220107_20230502_02_T1,LC09_L1TP_032034_20220107_20230502_02_T1,LC90320342022007LGN02,2022/01/07,T1,2, 032, 034, 032, 034,NADIR,  -0.001,2023/05/02,2023/05/02,2022-01-07 17:31:54,2022-01-07 17:32:26,LGN,DAY,   1.63,   1.63,638,5,    7.116,    4.174,    5.764,LPGS_16.2.0,26.69193655,157.04491610,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,37°28'28.60"N,103°34'51.35"W,38°31'43.79"N,104°52'29.82"W,38°29'47.47"N,102°14'48.73"W,36°25'39.86"N,104°52'42.24"W,36°23'52.01"N,102°19'22.01"W, 37.47461,-103.58093, 38.52883,-104.87495, 38.49652,-102.24687, 36.42774,-104.87840, 36.39778,-102.32278,LC09_L2SP_032034_20220107_20230502_02_T1,LC90320342022007LGN02
LC09_L2SP_032035_20220107_20230502_02_T1,LC09_L1TP_032035_20220107_20230502_02_T1,LC90320352022007LGN02,2022/01/07,T1,2, 032, 035, 032, 035,NADIR,   0.000,2023/05/02,2023/05/02,2022-01-07 17:32:18,2022-01-07 17:32:50,LGN,DAY,   6.99,   6.99,835,5,    6.815,    4.266,    5.315,LPGS_16.2.0,27.90532328,156.43872216,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,13,WGS84,WGS84,36°02'35.95"N,104°00'06.48"W,37°05'33.97"N,105°16'44.65"W,37°04'14.92"N,102°42'02.84"W,34°59'28.28"N,105°16'18.30"W,34°58'15.06"N,102°45'39.71"W, 36.04332,-104.00180, 37.09277,-105.27907, 37.07081,-102.70079, 34.99119,-105.27175, 34.97085,-102.76103,LC09_L2SP_032035_20220107_20230502_02_T1,LC90320352022007LGN02
LC08_L2SP_031035_20220108_20220114_02_T1,LC08_L1TP_031035_20220108_20220114_02_T1,LC80310352022008LGN00,2022/01/08,T1,2, 031, 035, 031, 035,NADIR,   0.000,2022/01/14,2022/01/14,2022-01-08 17:26:06.526666,2022-01-08 17:26:38.296666,LGN,DAY,  27.09,  27.09,619,5,    6.912,    4.410,    5.323,LPGS_15.6.0,27.99941145,156.29057774,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,13,WGS84,WGS84,36°02'36.28"N,102°26'34.19"W,37°06'07.34"N,103°41'08.02"W,37°02'46.50"N,101°08'00.17"W,35°01'01.96"N,103°43'11.24"W,34°57'55.80"N,101°14'01.75"W, 36.04341,-102.44283, 37.10204,-103.68556, 37.04625,-101.13338, 35.01721,-103.71979, 34.96550,-101.23382,LC08_L2SP_031035_20220108_20220114_02_T1,LC80310352022008LGN00
LC08_L2SP_036032_20220111_20220123_02_T1,LC08_L1TP_036032_20220111_20220123_02_T1,LC80360322022011LGN00,2022/01/11,T1,2, 036, 032, 036, 032,NADIR,   0.000,2022/01/23,2022/01/23,2022-01-11 17:55:48.529258,2022-01-11 17:56:20.299258,LGN,DAY,   2.12,   2.12,941,5,    7.332,    5.133,    5.236,LPGS_15.6.0,24.69024834,157.63517702,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,12,WGS84,WGS84,40°19'58.69"N,108°51'59.72"W,41°23'38.29"N,110°12'07.70"W,41°20'32.89"N,107°28'01.70"W,39°17'48.52"N,110°13'35.33"W,39°14'56.29"N,107°34'28.74"W, 40.33297,-108.86659, 41.39397,-110.20214, 41.34247,-107.46714, 39.29681,-110.22648, 39.24897,-107.57465,LC08_L2SP_036032_20220111_20220123_02_T1,LC80360322022011LGN00
